iter	Passed	Remaining
1661	329677	67046
1662	329865	66845
1663	330071	66649
1664	330253	66447
1665	330455	66249
1666	330648	66050
1667	330837	65850
1668	331027	65650
1669	331216	65449
1670	331388	65246
1671	331568	65044
1672	331757	64844
1673	331948	64644
1674	332137	64444
1675	332338	64246
1676	332550	64051
1677	332744	63852
1678	333029	63670
1679	333235	63473
1680	333419	63272
1681	333618	63074
1682	333811	62874
1683	334003	62675
1684	334196	62475
1685	334390	62276
1686	334591	62079
1687	334790	61880
1688	335016	61687
1689	335225	61491
1690	335421	61292
1691	335607	61091
1692	335780	60888
1693	335960	60687
1694	336147	60486
1695	336356	60290
1696	336561	60093
1697	336779	59898
1698	336983	59701
1699	337162	59499
1700	337368	59302
1701	337549	59100
1702	337730	58899
1703	337914	58698
1704	338101	58498
1705	338309	58301
1706	338511	58104
1707	338697	57903
1708	338920	57709
1709	339128	57512
1710	339302	57310
1711	339500	57112
1712	339697	56913
1713	339867	56710
1714	340072	56513
1715	340272	56315
1716	340476	56118
1717	340687	55921
1718	340895	55725
1719	341077	55524
1720	341257	55323
1721	341435	55121
1722	341614	54920
1723	341788	54717
1724	341969	54516
1725	342170	54319
1726	342366	54120
1727	342557	53921
1728	342763	53724
1729	342978	53528
1730	343158	53327
1731	343335	53125
1732	343507	52923
1733	343684	52722
1734	343863	52521
1735	344059	52322
1736	344247	52122
1737	344429	51922
1738	344614	51721
1739	344819	51524
1740	345019	51326
1741	345203	51126
1742	345390	50926
1743	345584	50728
1744	345767	50527
1745	345937	50325
1746	346126	50126
1747	346322	49927
1748	346529	49730
1749	346716	49530
1750	346910	49332
1751	347107	49133
1752	347311	48936
1753	347490	48735
1754	347665	48534
1755	347852	48334
1756	348044	48135
1757	348242	47937
1758	348417	47736
1759	348602	47536
1760	348783	47336
1761	348986	47138
1762	349173	46939
1763	349391	46743
1764	349582	46544
1765	349768	46345
1766	349958	46146
1767	350144	45946
1768	350332	45747
1769	350516	45547
1770	350696	45346
1771	350895	45149
1772	351097	44951
1773	351274	44750
1774	351465	44552
1775	351641	44351
1776	351839	44153
1777	352023	43953
1778	352198	43752
1779	352414	43556
1780	352600	43357
1781	352779	43157
1782	352973	42958
1783	353156	42758
1784	353350	42560
1785	353542	42361
1786	353738	42163
1787	353906	41962
1788	354107	41764
1789	354320	41568
1790	354501	41368
1791	354677	41167
1792	354856	40967
1793	355044	40768
1794	355244	40571
1795	355464	40375
1796	355674	40179
1797	355869	39980
1798	356066	39782
1799	356253	39583
1800	356447	39385
1801	356619	39184
1802	356826	38987
1803	357033	38790
1804	357215	38591
1805	357402	38392
1806	357590	38193
1807	357783	37994
1808	357987	37797
1809	358171	37598
1810	358388	37402
1811	358578	37203
1812	358756	37003
1813	358943	36804
1814	359144	36607
1815	359336	36408
1816	359520	36209
1817	359721	36011
1818	359912	35813
1819	360118	35616
1820	360304	35417
1821	360470	35216
1822	360663	35017
1823	360851	34819
1824	361048	34621
1825	361249	34423
1826	361439	34224
1827	361622	34025
1828	361818	33827
1829	362019	33630
1830	362204	33431
1831	362377	33231
1832	362551	33031
1833	362742	32832
1834	362935	32634
1835	363135	32436
1836	363328	32238
1837	363545	32042
1838	363730	31843
1839	363922	31645
1840	364131	31448
1841	364333	31251
1842	364527	31053
1843	364711	30854
1844	364890	30654
1845	365131	30460
1846	365333	30263
1847	365535	30065
1848	365738	29868
1849	365943	29671
1850	366134	29472
1851	366307	29272
1852	366493	29074
1853	366665	28874
1854	366845	28675
1855	367031	28476
1856	367231	28279
1857	367424	28080
1858	367613	27882
1859	367805	27684
1860	368000	27486
1861	368198	27288
1862	368405	27091
1863	368584	26892
1864	368766	26693
1865	368959	26495
1866	369168	26298
1867	369353	26099
1868	369544	25901
1869	369732	25703
1870	369921	25505
1871	370124	25307
1872	370308	25109
1873	370509	24911
1874	370687	24712
1875	370883	24514
1876	371072	24316
1877	371250	24117
1878	371445	23919
1879	371650	23722
1880	371853	23524
1881	372066	23328
1882	372264	23130
1883	372454	22932
1884	372677	22736
1885	372874	22538
1886	373075	22341
1887	373251	22142
1888	373448	21944
1889	373634	21745
1890	373810	21546
1891	374007	21349
1892	374202	21151
1893	374381	20952
1894	374585	20755
1895	374776	20557
1896	374967	20359
1897	375151	20160
1898	375343	19962
1899	375541	19765
1900	375742	19567
1901	375918	19369
1902	376112	19171
1903	376311	18973
1904	376514	18776
1905	376696	18577
1906	376892	18380
1907	377104	18183
1908	377277	17984
1909	377458	17785
1910	377633	17587
1911	377819	17389
1912	378003	17190
1913	378191	16992
1914	378372	16794
1915	378572	16597
1916	378779	16399
1917	378992	16203
1918	379181	16005
1919	379351	15806
1920	379535	15608
1921	379709	15409
1922	379889	15211
1923	380060	15012
1924	380269	14815
1925	380471	14618
1926	380666	14420
1927	380852	14222
1928	381033	14024
1929	381225	13826
1930	381395	13628
1931	381585	13430
1932	381761	13232
1933	381954	13034
1934	382166	12837
1935	382381	12640
1936	382580	12443
1937	382794	12246
1938	382998	12048
1939	383195	11851
1940	383389	11653
1941	383574	11455
1942	383752	11257
1943	384020	11062
1944	384288	10866
1945	384598	10672
1946	384866	10476
1947	385051	10278
1948	385245	10080
1949	385446	9883
1950	385636	9685
1951	385814	9487
1952	385993	9289
1953	386167	9090
1954	386372	8893
1955	386576	8695
1956	386790	8498
1957	386998	8301
1958	387199	8103
1959	387377	7905
1960	387573	7707
1961	387782	7510
1962	387971	7312
1963	388152	7114
1964	388360	6917
1965	388559	6719
1966	388747	6521
1967	388948	6324
1968	389134	6126
1969	389322	5928
1970	389503	5730
1971	389695	5533
1972	389868	5335
1973	390042	5137
1974	390222	4939
1975	390420	4741
1976	390627	4544
1977	390807	4346
1978	390978	4148
1979	391153	3951
1980	391349	3753
1981	391533	3555
1982	391736	3358
1983	391925	3160
1984	392101	2962
1985	392297	2765
1986	392483	2567
1987	392690	2370
1988	392913	2172
1989	393092	1975
1990	393277	1777
1991	393455	1580
1992	393639	1382
1993	393841	1185
1994	394050	987
1995	394235	790
1996	394408	592
1997	394639	395
1998	394845	197
1999	395027	0
