iter	RMSE
833	0.3178759236
834	0.3177558472
835	0.317679639
836	0.3175934958
837	0.3174789339
838	0.3173953146
839	0.3172637576
840	0.317198444
841	0.3170887114
842	0.3170140478
843	0.3169014648
844	0.3167548791
845	0.3166480234
846	0.3165735952
847	0.3165420801
848	0.3164645441
849	0.3163760835
850	0.316278977
851	0.3161858571
852	0.3161700469
853	0.3160732556
854	0.3159611854
855	0.3159025391
856	0.3157940407
857	0.3156905079
858	0.315627223
859	0.3154945112
860	0.315423974
861	0.315394026
862	0.3153084997
863	0.3152971309
864	0.3151682606
865	0.3150907309
866	0.3150173219
867	0.314915413
868	0.3147668188
869	0.3147133617
870	0.3146175656
871	0.3145460162
872	0.3144562001
873	0.3143779586
874	0.3142681697
875	0.3141229312
876	0.313978094
877	0.3139137786
878	0.3137757452
879	0.3135988539
880	0.3135118237
881	0.3134412664
882	0.313358428
883	0.3132600123
884	0.3131027276
885	0.3130012484
886	0.3128860716
887	0.3127873319
888	0.3127035551
889	0.3126737679
890	0.3125714158
891	0.312473625
892	0.3123906589
893	0.3123064092
894	0.3121749002
895	0.3120399476
896	0.3119086853
897	0.311774713
898	0.3116614768
899	0.3115137143
900	0.3114270099
901	0.3114137118
902	0.3113026752
903	0.3111880082
904	0.3110590548
905	0.3110442697
906	0.3109165198
907	0.3108893561
908	0.3108482432
909	0.3107333526
910	0.310655864
911	0.3104928346
912	0.3104130178
913	0.310387476
914	0.3103015037
915	0.3102665553
916	0.310186949
917	0.3101150103
918	0.310007009
919	0.3099104388
920	0.3098889843
921	0.3098045689
922	0.3097472027
923	0.3096543543
924	0.3095369547
925	0.3094672785
926	0.3094363564
927	0.3093579259
928	0.3093023612
929	0.3091864318
930	0.3090518754
931	0.3090114572
932	0.3088534771
933	0.3087726479
934	0.3086489332
935	0.3085849605
936	0.3085347218
937	0.3083754152
938	0.3082414137
939	0.3081606213
940	0.3080978012
941	0.3080249095
942	0.3079248822
943	0.3077675024
944	0.3076453107
945	0.3074888546
946	0.3074431144
947	0.3073511388
948	0.307239502
949	0.3071685432
950	0.3070592827
951	0.3069852822
952	0.3069400471
953	0.3068437178
954	0.3067630998
955	0.3067030244
956	0.306622688
957	0.3065539328
958	0.3064420096
959	0.3063164499
960	0.3062708882
961	0.3062304032
962	0.3061542655
963	0.3061137695
964	0.3060673357
965	0.3059603493
966	0.3058717016
967	0.3057859856
968	0.3057591753
969	0.3056719302
970	0.3055236796
971	0.3054364275
972	0.3054040906
973	0.3052895823
974	0.305210467
975	0.3051271863
976	0.3050435053
977	0.3049852397
978	0.3049588954
979	0.3049221004
980	0.3048332155
981	0.3047673153
982	0.3046914892
983	0.3045611581
984	0.3044016192
985	0.3042852333
986	0.3042465777
987	0.304147061
988	0.304088109
989	0.3040315066
990	0.3039240231
991	0.3038051545
992	0.3037195873
993	0.3036609977
994	0.3035144894
995	0.3033974958
996	0.303303665
997	0.3032183393
998	0.303128427
999	0.3029518199
1000	0.3029097704
1001	0.3028093058
1002	0.3027490021
1003	0.3026914815
1004	0.3026336515
1005	0.3025565029
1006	0.3024897724
1007	0.3023705776
1008	0.3022457102
1009	0.3021455466
1010	0.3020249664
1011	0.3019035755
1012	0.3018098103
1013	0.3016050777
1014	0.301535302
1015	0.3014325343
1016	0.3013522705
1017	0.30123743
1018	0.3011314056
1019	0.301029586
1020	0.3009206355
1021	0.3008195406
1022	0.300735193
1023	0.3006299793
1024	0.3005369632
1025	0.3005037414
1026	0.3003389513
1027	0.3002749233
1028	0.3001585691
1029	0.3000834001
1030	0.2999969081
1031	0.2999547868
1032	0.299874625
1033	0.2997816431
1034	0.2996729029
1035	0.299619205
1036	0.2995713054
1037	0.2995496879
1038	0.2994675287
1039	0.2993389696
1040	0.2992571247
1041	0.2991223838
1042	0.2989812084
1043	0.2988868479
1044	0.2988351026
1045	0.2987896987
1046	0.298704851
1047	0.2985684732
1048	0.2984114398
1049	0.2982711749
1050	0.2981297316
1051	0.2980576791
1052	0.2979737451
1053	0.2979321808
1054	0.2978146643
1055	0.2977331568
1056	0.2976625658
1057	0.2976215882
1058	0.2975748189
1059	0.2974987094
1060	0.2973525127
1061	0.2972241629
1062	0.2971177129
1063	0.2970346322
1064	0.2969882256
1065	0.2968357565
1066	0.2967445333
1067	0.2967141869
1068	0.2965602477
1069	0.2964784993
1070	0.2963605528
1071	0.2962604325
1072	0.2961486422
1073	0.2960246479
1074	0.2959457211
1075	0.2958393679
1076	0.2957528602
1077	0.2956642764
1078	0.295574795
1079	0.2955118034
1080	0.2954192673
1081	0.2953695773
1082	0.2953054997
1083	0.2952032716
1084	0.2950523196
1085	0.2949616948
1086	0.2948754642
1087	0.2947867182
1088	0.2947446391
1089	0.2945780087
1090	0.2944479529
1091	0.2944000961
1092	0.2943640562
1093	0.2942822516
1094	0.2941594513
1095	0.2940337819
1096	0.2940039626
1097	0.2939285929
1098	0.2938654023
1099	0.2938198497
1100	0.2937743188
1101	0.2937144443
1102	0.2935932656
1103	0.2935508743
1104	0.2935037749
1105	0.293473237
1106	0.2933604353
1107	0.293307382
1108	0.293240691
1109	0.2931256222
1110	0.293096984
1111	0.2929499683
1112	0.2928434104
1113	0.2927192744
1114	0.2925914012
1115	0.2925050693
1116	0.2923742809
1117	0.2922607104
1118	0.2920988657
1119	0.2920095569
1120	0.2919501101
1121	0.2918627231
1122	0.2917298667
1123	0.2916571306
1124	0.2915279999
1125	0.2915003578
1126	0.2914000582
1127	0.2913010462
1128	0.2912695145
1129	0.291228797
1130	0.2911112881
1131	0.2910088625
1132	0.2909177526
1133	0.2908631246
1134	0.290778213
1135	0.290733421
1136	0.2906672008
1137	0.2905796432
1138	0.2904693092
1139	0.2903748498
1140	0.2903200764
1141	0.2902407158
1142	0.2902159157
1143	0.2900947786
1144	0.29001438
1145	0.2899300277
1146	0.2898603163
1147	0.2897592953
1148	0.2896254864
1149	0.2895754141
1150	0.2894971833
1151	0.2893870336
1152	0.2893377815
1153	0.2892369905
1154	0.2891881045
1155	0.2890977547
1156	0.288977619
1157	0.2888840411
1158	0.2887379172
1159	0.2886622737
1160	0.2886058342
1161	0.288506272
1162	0.2884701054
1163	0.2884127567
1164	0.2883176549
1165	0.2882056663
1166	0.2881174766
1167	0.2880687938
1168	0.2880301353
1169	0.2879719141
1170	0.2879234877
1171	0.2878637721
1172	0.28784357
1173	0.2877165093
1174	0.2877001136
1175	0.287623991
1176	0.2875864158
1177	0.2875133224
1178	0.2874185069
1179	0.2873762544
1180	0.2872682278
1181	0.2872001395
1182	0.2871278192
1183	0.2870475555
1184	0.2869803733
1185	0.2869392669
1186	0.286836804
1187	0.2867586761
1188	0.2867013773
1189	0.2866361226
1190	0.286528692
1191	0.2864578448
1192	0.2863229853
1193	0.2862777399
1194	0.2861305862
1195	0.2860723583
1196	0.2859375438
1197	0.285877858
1198	0.2857857245
1199	0.2856851734
1200	0.2856126546
1201	0.2855418487
1202	0.2854720958
1203	0.28540698
1204	0.2853128358
1205	0.2852857853
1206	0.2852311537
1207	0.2851530366
1208	0.2850588948
1209	0.285020879
1210	0.2849068326
1211	0.2848460907
1212	0.2847806451
1213	0.2847351998
1214	0.2846031741
1215	0.2844803092
1216	0.2844054734
1217	0.2842955191
1218	0.2842283
1219	0.2841812166
1220	0.284123713
1221	0.2840669127
1222	0.2839879867
1223	0.2838867608
1224	0.2838160968
1225	0.2837404769
1226	0.2836854096
1227	0.2835730349
1228	0.2834760023
1229	0.2834337037
1230	0.2833305813
1231	0.2832638773
1232	0.2831911593
1233	0.2831246246
1234	0.2830619363
1235	0.2828813492
1236	0.2828273207
1237	0.282748674
1238	0.2827169102
1239	0.282657743
1240	0.2825384451
1241	0.2825005405
1242	0.2824497014
1243	0.2822864065
1244	0.2822134537
1245	0.2821217762
1246	0.2820513428
1247	0.281979023
1248	0.2819089701
1249	0.2818652781
1250	0.2816994523
1251	0.2816319137
1252	0.2815451202
1253	0.2814988848
1254	0.2814400399
1255	0.2813463254
1256	0.2812752494
1257	0.2811956699
1258	0.2811151982
1259	0.2810339826
1260	0.2810089704
1261	0.2809690976
1262	0.280901342
1263	0.2808129895
1264	0.2807054398
1265	0.2806548777
1266	0.2805555689
1267	0.2805274753
1268	0.2803878084
1269	0.280337865
1270	0.2803063815
1271	0.2802714538
1272	0.2802174826
1273	0.2801273154
1274	0.2800425378
1275	0.2799512758
1276	0.2799007609
1277	0.2798243087
1278	0.2797669504
1279	0.2797168415
1280	0.2795784958
1281	0.2794836555
1282	0.2794116175
1283	0.2792520464
1284	0.2791935252
1285	0.2791227877
1286	0.2790529598
1287	0.2789962449
1288	0.278928401
1289	0.2788831041
1290	0.2788510136
1291	0.2787705099
1292	0.278647484
1293	0.2785589532
1294	0.27850773
1295	0.2784710018
1296	0.2784054911
1297	0.2783006306
1298	0.278282266
1299	0.2781965863
1300	0.2780832919
1301	0.2779921794
1302	0.2779164803
1303	0.2778198558
1304	0.2777149416
1305	0.2776216319
1306	0.2774872282
1307	0.2774092242
1308	0.2773329981
1309	0.2773233641
1310	0.2772484711
1311	0.27721996
1312	0.2771571043
1313	0.2770619573
1314	0.2769941615
1315	0.2769130262
1316	0.2768605656
1317	0.2768460589
1318	0.276818984
1319	0.2767320579
1320	0.276659877
1321	0.2765528106
1322	0.2764694873
1323	0.2763986003
1324	0.2763263619
1325	0.2762957723
1326	0.2761758839
1327	0.2761069752
1328	0.2760492075
1329	0.2759880968
1330	0.2759474341
1331	0.2758771403
1332	0.2758082598
1333	0.2757122087
1334	0.2756606679
1335	0.2755599091
1336	0.2755013405
1337	0.2754348425
1338	0.2753486115
1339	0.2753082192
1340	0.275208851
1341	0.2751162931
1342	0.2750566904
1343	0.2750261265
1344	0.2749372453
1345	0.2748231541
1346	0.2747413966
1347	0.2747051715
1348	0.274672761
1349	0.2746164832
1350	0.274492593
1351	0.2744230364
1352	0.2743586325
1353	0.2743129745
1354	0.2742690525
1355	0.2741956672
1356	0.2741240745
1357	0.2739665679
1358	0.2738634661
1359	0.2737990434
1360	0.273712285
1361	0.2736105595
1362	0.273535511
1363	0.2733643196
1364	0.2732622207
1365	0.2732156164
1366	0.2731191601
1367	0.2730640056
1368	0.2730212924
1369	0.272969042
1370	0.2728738492
1371	0.2727733565
1372	0.272703794
1373	0.2726561378
1374	0.272571834
1375	0.2725068503
1376	0.2723852715
1377	0.2723492323
1378	0.2722313639
1379	0.2721522856
1380	0.2721202754
1381	0.2720321856
1382	0.2719694071
1383	0.2718994731
1384	0.2718075206
1385	0.2717400953
1386	0.2716539937
1387	0.2716040273
1388	0.2715179135
1389	0.2714036398
1390	0.2713644595
1391	0.2713284392
1392	0.2712139085
1393	0.2711496152
1394	0.2710503705
1395	0.2710024967
1396	0.2709488748
1397	0.2708545495
1398	0.2707839766
1399	0.2707502084
1400	0.2706885825
1401	0.2705831823
1402	0.2704873946
1403	0.2704384375
1404	0.2703760238
1405	0.2702928807
1406	0.2702368155
1407	0.270197409
1408	0.2701358469
1409	0.270019258
1410	0.2699691174
1411	0.2698776089
1412	0.2697923561
1413	0.2697570516
1414	0.2697261823
1415	0.2696435092
1416	0.2695622115
1417	0.2695074607
1418	0.2693981103
1419	0.2693008225
1420	0.2692631925
1421	0.269180474
1422	0.2690580415
1423	0.2690378984
1424	0.2689794401
1425	0.2689016404
1426	0.2688476432
1427	0.2687902773
1428	0.2687468229
1429	0.2686012698
1430	0.2685490368
1431	0.268446726
1432	0.2683893921
1433	0.2683335689
1434	0.2682843921
1435	0.2682009458
1436	0.268098154
1437	0.2680827145
1438	0.268017609
1439	0.267940184
1440	0.2678553017
1441	0.2677506906
1442	0.2676632664
1443	0.2676117489
1444	0.2675597405
1445	0.2675043392
1446	0.2674112483
1447	0.2673614596
1448	0.2673408552
1449	0.2672514186
1450	0.267191173
1451	0.2670776471
1452	0.267036044
1453	0.2669383178
1454	0.2668844016
1455	0.2668419161
1456	0.2667657511
1457	0.2666992169
1458	0.2666274391
1459	0.2665170163
1460	0.2664928049
1461	0.2664682493
1462	0.2664004243
1463	0.2663335039
1464	0.2662682316
1465	0.2662303702
1466	0.2661801774
1467	0.2661640128
1468	0.2660986154
1469	0.2660083916
1470	0.2659359788
1471	0.2658992274
1472	0.2658225757
1473	0.2658065976
1474	0.2657604912
1475	0.2657166359
1476	0.2656629717
1477	0.2655845491
1478	0.2655421365
1479	0.2655077772
1480	0.2654582093
1481	0.2654438064
1482	0.2653532751
1483	0.2652822514
1484	0.2652224039
1485	0.2651393523
1486	0.2650196357
1487	0.2649236718
1488	0.2648368986
1489	0.2647847069
1490	0.26469496
1491	0.2646226679
1492	0.2646086629
1493	0.2645675477
1494	0.2644327329
1495	0.2644020162
1496	0.2643215672
1497	0.2642714384
1498	0.2642199504
1499	0.2641063826
1500	0.26404912
1501	0.2639511038
1502	0.2639169495
1503	0.2638411614
1504	0.2637510361
1505	0.2637004532
1506	0.2636355213
1507	0.2635513216
1508	0.2634847025
1509	0.2634437279
1510	0.2633340958
1511	0.2633197748
1512	0.2632831516
1513	0.263255925
1514	0.2632049119
1515	0.2631580164
1516	0.263096164
